初命晋大夫魏斯、赵籍、韩虔为诸侯	周威烈王姬午初次分封晋国大夫魏斯、赵籍、韩虔为诸侯国君
匈奴闻之，悉远其累重于余吾水北；而单于以兵十万待水南，与贰师接战	匈奴听到这一消息后，将其家属、财物等全部迁徙到余吾水以北地区，然后由单于亲率十万大军在余吾水南岸迎战李广利率领的汉朝军队
贰师解而引归，与单于连斗十余日	李广利率兵与单于大军连续交战十余日，撤兵而还
游击无所得	韩说所部没有收获
因杆与左贤王战，不利，引归	公孙敖与匈奴左贤王作战失利，撤兵而回
夏，四月，立皇子为昌邑王	夏季，四月，汉武帝封皇子刘为昌邑王
	太始元年(乙酉、前96)
春，正月，公孙敖坐妻巫蛊要斩	春季，正月，公孙敖因其妻以巫蛊害人而被腰斩
徙郡国豪桀于茂陵	汉武帝强迫各郡、国的富豪和有权势的人迁居茂陵
夏，六月，赦天下	夏季，六月，大赦天下
春，正月，上行幸回中	春季，正月，汉武帝巡游回中
杜周卒，光禄大夫暴胜之为御史大夫	杜周去世，汉武帝任命光禄大夫暴胜之为御史大夫
秋，旱	秋季，干旱
春，正月，上行幸甘泉宫	春季，正月，汉武帝前往甘泉宫
二月，幸东海，获赤雁	二月，巡游东海郡，捉到一只赤色大雁
幸琅邪，礼日成山，登之罘，浮大海而还	又巡游琅邪郡，在成山拜日，并登上之罘山，然后乘船在海上巡游后返回长安
赵人江充为水衡都尉	赵国人江充被任命为水衡都尉
初，充为赵敬肃王客，得罪于太子丹，亡逃；诣崐阙告赵太子阴事，太子坐废	当初，江充本是赵敬肃王的门客，因为得罪了赵王太子刘丹，逃出赵国，来到朝廷告发了刘丹的隐私秘事，刘丹因此被废除赵国太子之位
上召允入见	汉武帝召江充入宫见面，见他仪表堂堂，身体魁梧，衣着轻暖而华丽，暗中称奇
充容貌魁岸，被服轻靡，上奇之；与语政事，大悦，由是有宠，拜为直指锈衣使者，使督察贵戚、近臣逾侈者	与他谈论一番政事后，汉武帝大为高兴，从此对江充宠信，封其为直指绣衣使者，让他督察皇亲国戚、天子近臣中的违背体制、奢侈不法行为
充举劾无所避，上以为忠直，所言皆中意	江充检举参劾，毫无避讳，汉武帝因此认为他忠正直率，所说的话都合汉武帝的心意
尝从上甘泉，逢太子家使乘车马行驰道中，充以属吏	江充曾随汉武帝前往甘泉宫，正遇上太子刘据派遣去甘泉宫问安的使者坐着马车皇帝专用的驰道上行走，江充便将其逮捕问罪
太子闻之，使人谢充曰：非爱车马，诚不欲令上闻之，以教敕亡素者；唯江君宽之	太子听说后，派人向江充求情说：我并非爱惜车马，实在是不愿让皇上知道后，认为我平时没有管教左右，希望江先生宽恕
充不听，遂白奏	江充并不理睬，径自上奏
上曰：人臣当如是矣	汉武帝说：作臣子的，就应当这样
大见信用，威震京师	对江充大加信任，从而使江充威镇京师
	四年(戊子、前93)
春，三月，上行幸泰山	春季，三月，汉武帝巡游泰山
壬午，祀高祖于明堂以配上帝，因受计	壬午，在明堂祭祀高祖刘邦，以之配祀上帝，并在此接受各郡、国记录户籍财政情况的簿册
癸未，祀孝景皇帝于明堂	癸未，在明堂祭祀景帝刘启
甲申，修封	甲申，扩建祭天神坛
丙戍，禅石闾	丙戌，在石闾祭祀地神
夏，四月，幸不其	夏季，四月，汉武帝巡游不其山
五月，还，幸建章宫，赦天下	五月返回长安，前往建章宫，下诏大赦天下
冬，十月，甲寅晦，日有食之	冬季，十月甲寅晦，出现日食
春，正月，上还，幸建章宫	春季，正月，汉武帝返回长安，前往建章宫
三月，赵敬肃王彭祖薨	三月，赵王刘彭祖去世
彭祖取江都易王所幸淖姬，生男，号淖子	刘彭祖娶的是江都易王刘非的宠姬淖姬，生了一个儿子，取名刘淖子
时淖姬兄为汉宦者，上召问：淖子何如	当时淖姬的哥哥在皇宫中当宦官，汉武帝便召他询问：淖子为人如何
对曰：为人多欲	淖姬的哥哥回答说：他为人欲望太多
上曰：多欲不宜君国子民	汉武帝说道：欲望太多的人不适合当国君管理百姓
问武始侯昌，曰：无咎无誉	又问武始侯刘昌的情况，淖姬的哥哥说：刘昌既无过错，也没有什么值得赞扬的地方
上曰：如是可矣	汉武帝说：这样就可以了
遣使者立昌为赵王	于是派使臣立刘昌为赵王
夏，大旱	夏季，大旱
上居建章宫，见一男子带剑入中龙华门，疑其异人，命收之	汉武帝住在建章宫，看到一个男子带剑进入中龙华门，怀疑是不寻常的人，便命人捕捉
男子捐剑走，逐之弗获	该男子弃剑逃跑，侍卫们追赶，未能擒获
上怒，斩门候	汉武帝大怒，将掌管宫门出入的门候处死
冬，十一月，以三辅骑士大搜上林，闭长安城门索；十一日乃解	冬季，十一月，汉武帝征调三辅地区的骑兵对上林苑进行大搜查，并下令关闭长安城门进行搜索，十一天后解除戒严
巫蛊始起	巫蛊事崐开始出现
春，正月，下贺狱，案验；父子死狱中，家族	春季，正月，公孙贺被逮捕下狱，经调查罪名属实，父子二人都死于狱中，并被灭族
以涿郡太守刘屈牦为丞相，封澎侯	汉武帝任命涿郡太守刘屈牦为丞相，封其为澎侯
屈牦，中山靖王子也	刘屈牦是中山靖王刘胜的儿子
夏，四月，大风，发屋折木	夏季，四月，狂风大作，房屋被掀起，树木被折断
闰月，诸邑公主、阳石公主及皇后弟子长平侯伉皆巫蛊诛	闰四月，诸邑公主、阳石公主及卫皇后之弟卫青的儿子长平侯卫伉，都因巫蛊案而被处死
上行幸甘泉	汉武帝巡游甘泉
初，上年二十九乃生戾太子	当初，汉武帝二十九岁时才有了戾太子，对他非常喜爱
甚爱之	刘据长大后，性格仁慈宽厚、温和谨慎，汉武帝嫌他不像自己那样精明强干；汉武帝平日宠爱的王夫人也生一子名叫刘闳，李姬生二子刘旦、刘胥，李夫人生一子刘
及长，性仁恕温谨，上嫌其材能少，不类己；而所幸王夫人生子闳，李姬生子旦、胥，李夫人生子，皇后、太子宠浸衰，常有不自安之意	皇后、太子因皇上对他们的宠爱逐渐减少，常常有不能自安的感觉
上觉之，谓大将军青曰：汉家庶事草创，加四夷侵陵中国，朕不变更制度，后世无法；不出师征伐，天下不安；为此者不得不劳民	汉武帝察觉后，对大将军卫青说：我朝有很多事都还处于草创阶段，再加上周围的外族对我国的侵扰不断，朕如不变更制度，后代就将失去准则依据；如不出师征伐，天下就不能安定，因此不能不使百姓们受些劳苦
若后世又如朕所为，是袭亡秦之迹也	但倘若后代也像朕这样去做，就等于重蹈了秦朝灭亡的覆辙
太子敦重好静，必能安天下，不使朕忧	太子性格稳重好静，肯定能安定天下，不会让朕忧虑
欲求守文之主，安有贤于太子者乎	要找一个能够以文治国的君主，还能有谁比太子更强呢
闻皇后与太子有不安之意，岂有之邪	听说皇后和太子有不安的感觉，难道真是如此吗
可以意晓之	你可以把朕的意思转告他们
大将军顿首谢	卫青叩头感谢
皇后闻之，脱簪请罪	皇后听说后，特意摘掉首饰向汉武帝请罪
太子每谏征伐四夷，上笑曰：吾当其劳，以逸遗汝，不亦可乎	每当太子劝阻征伐四方时，汉武帝就笑着说：由我来担当艰苦重任，而将安逸留给你，不也挺好吗
癸亥，地震	八月癸亥，发生地震
九月，商丘成为御史大夫	九月，商丘成出任御史大夫
立赵敬肃王小子偃为平干王	汉武帝立赵敬肃王刘彭祖的小儿子刘偃为平干王
匈奴入上谷、五原、杀掠吏民	匈奴侵入上谷、五原二郡，对当地的地方官和老百姓进行屠杀和劫掠
	三年(辛卯、前90)
春，正月，上行幸雍，至安定、北地	春季，正月，汉武帝巡游至雍，又到达安定、北地二郡
匈奴入五原、酒泉、杀两都尉	匈奴侵入五原、酒泉、杀死二郡都尉
三月，遣李广利将七万人出五原，商丘成将二万人出西河，马通将四万骑出酒泉，击匈奴	三月，汉武帝派李广利率兵七万从五原出塞，商丘成率兵二万从西河出塞，马通率骑兵四万从酒泉出塞，袭击匈奴
夏，五月，赦天下	夏季，五月，汉武帝下诏大赦天下
秋，蝗	秋季，发生蝗灾
二月，丁酉，雍县无云如雷者三，陨石二，黑如	二月丁酉，雍县上空没有乌云，却出现三声像打雷一样的声音，落下两颗陨石，色黑如漆
三月，上耕于钜定	三月，汉武帝到钜定县亲自耕田
还，幸泰山，修封	回京途中巡游泰山，扩建祭天神坛
庚寅，祀于明堂	庚寅，在明堂举行祭祀仪式
癸巳，禅石闾，见群臣，上乃言曰：朕即位以来，所以狂悖，使天下愁苦，不可追悔	癸巳，在石闾山祭祀地神，并接见群臣，汉武帝说道：朕自即位以来，干了很多狂妄悖谬之事，使天下人愁苦，朕后悔莫及
自今事有伤害百姓，糜费天下者，悉罢之	从今以后，凡是伤害百姓、浪费天下财力的崐事，一律废止
田千秋曰：方士言神仙者甚众，而无显功，臣请皆罢斥遣之	田千秋说：很多方士都在谈论神仙之事，却都没有什么明显的功效，我请求皇上将他们一律罢斥遣散
上曰：大鸿胪言是也	汉武帝说：大鸿胪说得对
于是悉罢诸方士候神人者	于是将等候神仙降临的方士们全部遣散
是后上每对群臣自叹：向时愚惑，为方士所欺	此后，汉武帝每每对群臣自叹说：我往日愚惑，受了方士的欺骗
天下岂有仙人，尽妖妄耳	天下怎会有神仙，全是胡说八道
节食服药，差可少病而已	节制饮食，服用药物，最多是可以少生些病而已
夏，六月，还，幸甘泉	夏季，六月，汉武帝返回，前往甘泉
丁巳，以大鸿胪田千秋为丞相，封富民侯	六月丁巳，汉武帝擢升大鸿胪田千秋为丞相，封为富民侯
千秋无他材能，又无伐阅功劳，特以一言寤意，数月取宰相，封侯，世未尝有也	田千秋没有其他的才干，又没有什么资历和功劳，只因一句话使汉武帝醒悟，就在数月之中登上丞相高位，晋封侯爵，这是世上从未有过的
然为人敦厚有智，居位自称，逾于前后数公	然而田千秋为人敦厚，又有智慧，身居相位颇为称职，超过他前后的几位丞相
秋，八月，辛酉晦，日有食之	秋季，八月辛酉晦，出现日食
春，正月，上行幸甘泉，郊泰；遂幸安定	春季，正月，汉武帝前往甘泉宫，在泰祭祀天神，然后巡游安定
昌邑哀王薨	昌邑哀王刘去世
二月，赦天下	二月，大赦天下
夏，六月，商丘成坐祝诅自杀	夏季，六月，商丘成因被指控诅咒皇帝而自杀
秋，七月，地震	秋季，七月，发生地震
春，正月，上朝诸侯王于甘泉宫	春季，正月，汉武帝在甘泉宫接受诸侯王的朝见
二月，行幸五柞宫	二月，前往县五柞宫
三月，甲辰，葬孝武皇帝于茂陵	三月甲辰，将汉武帝安葬于茂陵
夏，六月，赦天下	夏季，六月，大赦天下
秋，七月，有星孛于东方	秋季，七月，东方出现异星
济北王宽坐禽兽行自杀	济北王刘宽因被指控行为如同禽兽而自杀
夏，益州夷二十四邑、三万余人皆反	夏季，益州所属二十四个夷人村寨三万余人全部背叛汉朝
遣水衡都尉吕破胡募吏民及发犍为、蜀郡奔命往击，大破之	汉朝廷派水衡都尉吕破胡招募官吏和百姓从军，又征调犍为、蜀郡的武勇精壮之人前往征讨，大破叛军
秋，七月，赦天下	秋季，七月，大赦天下
大雨，至于十月，渭桥绝	天降大雨，一直持续到十月，渭桥被大水冲断
九月，丙子，敬侯金日薨	九月丙子，侯金日去世
初，武帝病，有遗诏，封金日为侯，上官桀为安阳侯，霍光为博陆侯；皆以前捕反者马何罗等功封	当初汉武帝病危时，曾留下遗诏，封金日为侯，上官桀为安阳侯，霍光为博陆侯，都是因为先前逮捕叛逆者马何罗等人之功而赐与封爵
日以帝少崐，不受封，光等亦不敢受	金日以新皇帝年纪幼小为理由，不肯接受封爵，霍光等也不敢接受
及日病困，光白封，日卧受印绶；一日薨	等到金日病重时，霍光才将武帝临终时封他们三人为侯的事报告汉昭帝，于是金日躺在病床上接受了侯的印信和绶带，一天后去世
日两子赏、建俱侍中，与帝略同年，共卧起	金日的两个儿子金赏、金建都担任侍中，与汉昭帝年龄差不多一般大小，起床、睡觉都在一起
赏为奉车，建驸马都尉	金赏的官职是奉车都尉，金建是驸马都尉
